URN,RELDENOM,EGENDER,KS2APS,TTAPSCP_PTQ_EE
114581,Does not apply,MIXED,27.3,297.3
114608,Does not apply,MIXED,28.5,317
137063,Does not apply,MIXED,27.1,300.9
114616,None,GIRLS,NP,249.5
114579,Does not apply,MIXED,28.1,330.1
133639,Does not apply,MIXED,14.4,NE
114685,Does not apply,MIXED,12.8,NE
114680,Does not apply,MIXED,SUPP,SUPP
114619,Does not apply,MIXED,NP,52.5
114687,Does not apply,MIXED,SUPP,SUPP
114678,Does not apply,MIXED,18.7,41.3
131356,None,MIXED,NP,SUPP
114679,Does not apply,MIXED,20.6,66.8
114677,Does not apply,MIXED,NP,SUPP
,,,27.9,317.4
116427,Does not apply,MIXED,27.5,292.3
116537,Roman Catholic,MIXED,NP,392.8
137535,Does not apply,MIXED,27,332.2
116504,None,MIXED,27,317.8
136652,None,MIXED,28,321.4
116524,Unknown,MIXED,NP,360.2
137791,None,MIXED,27.1,330.9
116527,None,MIXED,NP,39.7
116478,Roman Catholic,MIXED,29.5,345.9
136643,None,MIXED,28.3,338.5
138437,None,MIXED,25.9,238.2
116441,Does not apply,MIXED,28,297.7
116574,None,MIXED,NP,46.8
116419,Does not apply,MIXED,28.6,353.6
116472,None,MIXED,26.3,270.6
136719,None,MIXED,28.8,348.6
116436,Does not apply,MIXED,29.4,356.1
137538,None,MIXED,28.9,331.8
116579,None,MIXED,NP,411
116430,Does not apply,MIXED,28.6,328.1
116470,Does not apply,MIXED,25.4,267.7
138287,None,MIXED,28.8,324.1
116412,Does not apply,MIXED,29.4,358.4
116446,Does not apply,MIXED,27.7,305.7
138038,None,MIXED,26.6,307.9
116432,Does not apply,MIXED,27.2,294.7
116445,Does not apply,MIXED,27.5,313.3
116498,None,MIXED,28.2,322.4
116428,None,MIXED,27,308.8
116575,None,MIXED,NP,389.1
138720,Does not apply,MIXED,27.9,324.5
137113,None,MIXED,26.4,279.8
135240,None,MIXED,NP,SUPP
140069,Does not apply,MIXED,27.5,300.3
116517,Roman Catholic,GIRLS,NP,408.2
116447,Does not apply,MIXED,27.4,300.5
116444,Does not apply,MIXED,26.7,289.2
116442,Does not apply,MIXED,27.1,318
116413,Does not apply,MIXED,27.4,290.9
116515,Christian,MIXED,NP,370.5
116431,Does not apply,MIXED,26.6,280.1
136156,Does not apply,MIXED,24.5,291.4
116555,None,MIXED,NP,375.5
116423,None,MIXED,27.4,300.1
116438,Does not apply,MIXED,28.5,337.5
116466,Does not apply,MIXED,27.6,311.1
116437,Does not apply,MIXED,27.4,328.6
137229,None,MIXED,28.1,325.5
116422,Does not apply,MIXED,28.4,333.9
116405,Does not apply,MIXED,28.5,327.2
116585,Christian,MIXED,NP,304.9
116595,Christian,MIXED,NP,317.7
116468,Does not apply,MIXED,29.3,356.2
116521,None,MIXED,NP,234.1
116563,None,MIXED,NP,349.8
140182,Does not apply,MIXED,26.2,279.5
136640,Does not apply,MIXED,28.5,336.2
116559,None,MIXED,NP,290.8
138585,None,MIXED,28.1,299.9
136112,None,MIXED,NP,300.8
137125,Does not apply,MIXED,28,322.5
137345,Roman Catholic,MIXED,28.7,340
116473,Does not apply,MIXED,25.8,267.5
137128,None,MIXED,28.7,353.1
136903,None,MIXED,28.1,319.3
116418,Does not apply,MIXED,27,300.6
137129,Does not apply,MIXED,28.7,334.8
116506,None,MIXED,27,304.3
116425,Does not apply,MIXED,24.9,274.6
136657,None,MIXED,29.1,321.6
138135,None,MIXED,28.7,361.1
137239,Does not apply,MIXED,28,353.4
116513,None,MIXED,NP,366.2
116594,Roman Catholic,MIXED,NP,167.2
116518,Church of England,GIRLS,NP,387.5
116534,Church of England,GIRLS,NP,277.1
116543,Roman Catholic,MIXED,NP,403
134769,None,MIXED,NP,355.8
116424,Does not apply,MIXED,29.2,348.1
116426,Does not apply,MIXED,28.3,312.4
116502,None,MIXED,29,332.9
137315,None,MIXED,26.4,282.9
136715,Does not apply,MIXED,29.8,383.3
116411,Does not apply,MIXED,27.4,314.7
116440,Does not apply,MIXED,25.7,288.6
116475,Does not apply,MIXED,27.4,289.7
116448,Does not apply,MIXED,27.5,328
116407,Does not apply,MIXED,28.7,359.7
136654,None,MIXED,28.5,352
116532,None,BOYS,NP,383.2
138920,Does not apply,MIXED,26,242.4
116541,Church of England,MIXED,NP,354.2
138184,Does not apply,MIXED,27.5,319.5
116433,Does not apply,MIXED,28.6,336.4
116617,Does not apply,MIXED,12.6,59.2
141187,Does not apply,MIXED,21.6,42.5
116586,None,MIXED,NP,SUPP
137605,Does not apply,MIXED,15.9,84.6
135823,Does not apply,MIXED,SUPP,NE
116639,Does not apply,MIXED,15.7,40.3
116588,None,MIXED,NP,152.5
131559,Does not apply,MIXED,3.8,NE
131068,Does not apply,MIXED,13.3,10.9
116609,Does not apply,MIXED,SUPP,NE
116603,Does not apply,BOYS,20.7,122.9
116614,Does not apply,MIXED,SUPP,SUPP
140732,Does not apply,BOYS,18.3,55.3
116641,Does not apply,MIXED,16.1,121.8
116637,Does not apply,MIXED,16.6,49.3
116511,Does not apply,MIXED,12.3,14.6
133581,Does not apply,BOYS,18.1,46.7
116611,Does not apply,MIXED,3.4,NE
116584,None,BOYS,NP,57.8
116618,Does not apply,MIXED,4,NE
116640,Does not apply,MIXED,14.7,48.5
116564,None,BOYS,NP,202
116636,Does not apply,MIXED,NP,72.3
,,,27.6,316.1
140697,Does not apply,MIXED,27.9,309.9
135965,Church of England,MIXED,25.4,320.8
116497,None,MIXED,26.8,275.3
116462,None,MIXED,24.6,270.8
116463,Does not apply,MIXED,27.2,264.9
116573,None,MIXED,NP,360.2
140605,Does not apply,MIXED,,
131951,Does not apply,MIXED,26.6,268.4
139714,Does not apply,GIRLS,26.5,277.6
116583,None,MIXED,NP,206.5
116581,None,GIRLS,NP,256.3
141175,Does not apply,MIXED,27.2,297.2
116505,Roman Catholic,MIXED,27.3,340.3
116582,Unknown,MIXED,NP,242.9
116461,Does not apply,MIXED,27.7,331.9
141875,None,MIXED,,
135308,Does not apply,MIXED,22.2,41.5
140325,Does not apply,MIXED,SUPP,SUPP
116628,Does not apply,MIXED,11.9,49.2
,,,26.5,287.7
116458,Does not apply,MIXED,27.3,323.5
116469,Does not apply,MIXED,26.3,304.3
116454,None,MIXED,25.4,238.3
116568,None,MIXED,NP,335.1
139591,Does not apply,MIXED,26.4,214.1
116580,None,MIXED,NP,216.9
135628,Christian,MIXED,26,284.9
135629,Christian,MIXED,26.1,312.2
116453,Does not apply,MIXED,26.5,268.8
116450,Does not apply,MIXED,26.8,324
138476,Roman Catholic,GIRLS,27.9,367.2
116507,Roman Catholic,MIXED,27.1,319.4
116567,None,MIXED,NP,360.4
116451,Does not apply,MIXED,27.1,301.3
137037,None,MIXED,27.6,328.4
116465,Does not apply,MIXED,26.4,274.8
116622,Does not apply,MIXED,SUPP,SUPP
116621,Does not apply,MIXED,10.7,NE
116624,Does not apply,BOYS,19.3,59.3
139265,Does not apply,MIXED,SUPP,SUPP
131556,None,GIRLS,NP,SUPP
,,,26.5,299.2
138833,None,MIXED,28.5,337.2
139624,Does not apply,MIXED,27.6,362.2
138819,None,MIXED,28.6,325.9
137969,None,MIXED,27.2,325.1
138521,Church of England,MIXED,,
120341,None,MIXED,NP,115.5
135185,None,MIXED,NP,SUPP
140787,None,MIXED,,
120236,None,MIXED,27.5,296.8
138524,Does not apply,MIXED,28,327.2
138298,Roman Catholic,MIXED,28.8,338.2
120339,None,MIXED,NP,153.8
138627,Does not apply,MIXED,28.3,342
140103,Does not apply,MIXED,,
141682,None,MIXED,,
120274,Does not apply,MIXED,26.2,316.7
137799,Does not apply,MIXED,27.5,284.2
138344,None,MIXED,28.2,307.4
137617,Does not apply,MIXED,27.7,333.7
137540,Does not apply,MIXED,,
138821,Does not apply,MIXED,26,284.2
120334,None,MIXED,NP,243.4
137367,Does not apply,MIXED,26.7,292.8
138628,None,MIXED,28.6,306.5
120261,Does not apply,MIXED,27.3,298.9
141873,Does not apply,MIXED,,
120332,Christian,BOYS,NP,293.6
120333,Christian,GIRLS,NP,415.5
138150,Church of England,MIXED,28.7,334.9
137115,Does not apply,MIXED,,
120314,None,MIXED,NP,333.7
138108,Does not apply,MIXED,,
137828,Does not apply,MIXED,28.4,306.2
138223,Does not apply,MIXED,26,205.4
120317,Roman Catholic,GIRLS,NP,366
120316,Roman Catholic,MIXED,NP,381.1
137640,Church of England,MIXED,28.8,315.3
137968,Does not apply,MIXED,,
137161,Does not apply,MIXED,28.9,320.8
138079,Does not apply,MIXED,,
138290,Roman Catholic,MIXED,,
141012,None,MIXED,,
139442,Does not apply,MIXED,,
137931,None,MIXED,25.8,309.1
137317,Does not apply,MIXED,24.9,224.4
138527,Does not apply,MIXED,,
120331,None,MIXED,NP,415.2
138894,Does not apply,MIXED,25.3,287.1
141129,Does not apply,MIXED,27.4,299.8
137401,Does not apply,MIXED,27.6,327.4
137983,Does not apply,MIXED,27.6,300.1
120352,Does not apply,MIXED,SUPP,SUPP
134640,Does not apply,MIXED,7.1,9.1
138156,Does not apply,MIXED,11.8,3.2
137905,Does not apply,MIXED,7,NE
120330,None,BOYS,NP,50.4
141127,None,MIXED,NP,SUPP
134438,None,MIXED,NP,SUPP
120348,Does not apply,MIXED,12.7,45.6
128078,None,MIXED,NP,SUPP
135217,None,MIXED,NP,SUPP
135218,None,MIXED,NP,38
138935,Does not apply,MIXED,7.8,NE
,,,27.6,315.1
136823,Church of England,MIXED,NP,240.2
120294,None,MIXED,24.6,286.8
120281,Does not apply,MIXED,26.5,295.6
120297,Does not apply,MIXED,27,298.6
120277,Does not apply,MIXED,26.9,307.3
120345,None,BOYS,NP,367.1
120306,Roman Catholic,MIXED,27.7,307.9
120298,None,MIXED,24.7,285.3
120285,Does not apply,MIXED,25.5,199.2
137561,None,MIXED,NP,300.2
133349,Muslim,GIRLS,NP,380.5
120287,Does not apply,MIXED,28.1,322.8
120283,Does not apply,BOYS,27.4,299
120324,Church of England,GIRLS,NP,381.9
138376,None,MIXED,NP,88.9
138869,Muslim,BOYS,28,313.4
129645,Muslim,GIRLS,27.8,356.8
120292,Does not apply,MIXED,26.9,290.1
131945,None,MIXED,25.7,265.6
120282,Does not apply,MIXED,27.7,340.9
120326,None,MIXED,NP,283.2
120307,Roman Catholic,MIXED,28,303.2
128364,Church of England,MIXED,24.7,241.8
120279,Does not apply,GIRLS,27.4,320.2
120286,Does not apply,MIXED,27.3,323.9
139559,None,MIXED,NP,SUPP
138094,Does not apply,MIXED,14.2,56.8
130371,Does not apply,MIXED,11.5,4.8
131187,Does not apply,MIXED,18.5,63
120362,Does not apply,MIXED,20.1,101.4
120361,Does not apply,MIXED,3.5,NE
131099,Does not apply,MIXED,8.9,NE
,,,26.5,291.3
137340,None,MIXED,28,312.8
136530,None,MIXED,27.6,331.4
120322,Unknown,MIXED,NP,223.4
136629,None,MIXED,28.6,336.8
120320,Church of England,MIXED,NP,184.3
134938,None,BOYS,NP,39.4
,,,28.1,328.9
124449,None,MIXED,26.8,318.4
124470,Christian,MIXED,NP,320
140123,Does not apply,MIXED,27.8,332.9
137356,Does not apply,MIXED,27,314.3
124459,Roman Catholic,MIXED,28.2,319.9
124455,Roman Catholic,MIXED,28.5,331.7
124396,Does not apply,MIXED,28.1,333.3
137384,None,MIXED,26.5,296.9
124468,Roman Catholic,MIXED,28.6,309
124486,None,MIXED,NP,347.3
131695,None,MIXED,NP,321.8
124443,Does not apply,MIXED,27.8,327
136959,Does not apply,MIXED,28.6,305.8
124425,Does not apply,MIXED,28.1,309.4
140470,Does not apply,MIXED,26.2,325.4
124412,Does not apply,MIXED,28.8,343.5
124403,Does not apply,MIXED,26.9,295.3
124400,Does not apply,MIXED,27.6,329.7
136414,Does not apply,MIXED,28.1,325.4
124473,Church of England,MIXED,NP,365
124404,Does not apply,MIXED,27.8,313.9
124401,Does not apply,MIXED,28.4,322.2
136886,None,MIXED,28.3,334.7
137100,None,MIXED,27,297.5
124422,Does not apply,MIXED,28.6,335
124402,Does not apply,MIXED,26.9,276
137103,None,MIXED,27.1,293.5
139234,Does not apply,MIXED,28,316.4
136323,Does not apply,MIXED,29,367.4
124445,Does not apply,MIXED,27.1,299.5
124408,Does not apply,MIXED,29.1,320.8
141700,Church of England,MIXED,,
124397,None,MIXED,27.7,312.6
141342,Does not apply,MIXED,,
136136,Does not apply,MIXED,27.6,302.8
137146,None,MIXED,27.5,311.8
124406,Does not apply,MIXED,26,302.3
124474,Church of England,MIXED,NP,367.6
140154,Does not apply,MIXED,27.7,309.5
136685,None,MIXED,NP,SUPP
124399,Does not apply,MIXED,27.9,338.2
124413,Does not apply,MIXED,25.5,274.8
124409,Does not apply,MIXED,27.1,313.2
124487,None,MIXED,NP,168.7
124395,Does not apply,MIXED,26.9,273.6
141343,Does not apply,MIXED,,
124419,Does not apply,MIXED,28.3,312.4
124392,Does not apply,MIXED,27.1,280.1
138729,Roman Catholic,MIXED,28.5,367.3
124391,Does not apply,MIXED,26.4,300.4
138728,Does not apply,MIXED,27.9,329.8
138351,None,MIXED,26.4,293.8
124471,None,MIXED,NP,384
124476,Roman Catholic,MIXED,NP,SUPP
140802,Roman Catholic,MIXED,28.1,322.6
124444,Does not apply,MIXED,26.8,306
124393,None,MIXED,27.8,279.3
124489,None,MIXED,NP,356.6
124467,None,MIXED,26.4,265
137164,Does not apply,MIXED,25.7,269.8
138435,None,MIXED,27.3,308.4
124430,Does not apply,MIXED,27.2,339
139708,Does not apply,MIXED,27.5,300.5
124416,Does not apply,MIXED,29.7,356.6
137553,Does not apply,MIXED,27.7,315.9
124407,None,MIXED,27.5,328.9
138936,Does not apply,MIXED,28.2,308.4
124415,Does not apply,MIXED,26.6,325.5
142015,Does not apply,MIXED,,
124414,Does not apply,MIXED,28,279.5
124510,Does not apply,MIXED,10,38.7
124511,Does not apply,MIXED,8.3,NE
133989,None,MIXED,NP,8
124504,Does not apply,MIXED,8.5,9.3
124508,Does not apply,MIXED,12.6,45.2
138243,None,MIXED,NP,SUPP
137098,None,MIXED,NP,31.2
124509,Does not apply,BOYS,17.7,13.1
124488,None,MIXED,NP,238.2
124512,Does not apply,MIXED,8.7,0
131004,None,GIRLS,NP,106
136245,None,MIXED,NP,15.4
124521,Does not apply,MIXED,10.9,31.6
124495,None,MIXED,NP,71.9
124520,Does not apply,MIXED,6.8,NE
124513,Does not apply,MIXED,10.9,NE
140997,Does not apply,MIXED,,
124507,Does not apply,MIXED,14.7,8.6
124523,Does not apply,MIXED,11.4,22.2
,,,27.4,310
124390,None,MIXED,26.3,286.4
136102,Does not apply,MIXED,24.8,279.7
136681,None,MIXED,27,266.6
140633,Does not apply,MIXED,27.1,299.9
137510,None,MIXED,NP,SUPP
138549,None,MIXED,25.3,294
140330,None,MIXED,NP,SUPP
136680,None,MIXED,26.3,313.9
136145,Does not apply,MIXED,26,268.2
137892,None,MIXED,NP,134.1
124498,Does not apply,MIXED,21,65.7
136460,Roman Catholic,MIXED,31,386.7
140149,Roman Catholic,MIXED,28.4,324.8
136824,Church of England,MIXED,27.3,259.5
140304,Roman Catholic,MIXED,28,301.1
124389,None,MIXED,27.8,254.7
141128,None,MIXED,NP,87.3
138256,None,MIXED,24.7,260.8
139590,None,MIXED,,
139068,Does not apply,MIXED,26.2,273.3
124388,None,MIXED,28.4,314.9
137574,None,MIXED,NP,38
124500,Does not apply,MIXED,7.2,1
124503,Does not apply,MIXED,7.7,NE
136220,None,MIXED,NP,SUPP
124501,Does not apply,MIXED,11.5,5.7
,,,26.7,284
131969,Does not apply,MIXED,27.3,317
126459,None,MIXED,26.6,282.8
136500,Church of England,BOYS,32.7,424.2
126503,None,MIXED,28,331.5
138885,None,MIXED,25.8,290.3
136611,Does not apply,MIXED,27.7,317.4
126532,Christian,MIXED,NP,214.2
138630,None,MIXED,27,301.4
134460,Unknown,MIXED,NP,326.2
126519,None,GIRLS,NP,287.2
126514,None,MIXED,NP,352.4
136296,None,MIXED,28.2,342.2
137650,None,MIXED,26.6,299.6
138020,Does not apply,MIXED,27,300.6
136389,None,MIXED,28.8,347.7
126528,Christian,MIXED,NP,367.6
137308,None,MIXED,29.1,356
126516,Church of England,MIXED,NP,236.9
126510,None,MIXED,27.9,318.9
126448,Does not apply,MIXED,26.4,314.3
136849,None,MIXED,26.8,292.8
136911,None,MIXED,27.3,304.1
137375,Roman Catholic,MIXED,28.9,363.1
137827,Church of England,GIRLS,27.7,336.9
138623,None,MIXED,28.5,329.1
126473,Roman Catholic,MIXED,26.4,314.2
137057,Church of England/Christian,MIXED,28.3,327.6
126513,Church of England,GIRLS,NP,325
136183,Church of England,MIXED,25.4,256.9
136632,None,MIXED,28.2,344.3
136391,None,GIRLS,32.8,438.6
141964,Does not apply,MIXED,,
126512,None,MIXED,NP,156.5
126458,Does not apply,MIXED,26.6,311.7
126447,None,MIXED,26.7,313.8
137230,Does not apply,MIXED,27.5,327.7
126522,None,MIXED,NP,248.5
135804,Does not apply,MIXED,26.9,312.1
134199,Church of England,BOYS,26.4,282.6
126535,None,MIXED,NP,67.2
126550,Does not apply,BOYS,21.8,114
126551,Does not apply,MIXED,SUPP,NE
135468,None,MIXED,NP,SUPP
126553,Does not apply,MIXED,3.9,NE
136019,None,MIXED,NP,SUPP
126546,Does not apply,MIXED,11.5,NE
126552,Does not apply,MIXED,SUPP,NE
137470,Does not apply,MIXED,22.5,70.5
132775,None,GIRLS,NP,SUPP
,,,27.6,320.9
137408,None,MIXED,26.5,296
137190,None,MIXED,27.1,310
137684,None,MIXED,27,292.9
136860,Does not apply,MIXED,28.1,344
131196,Does not apply,MIXED,27.7,306.9
137265,None,MIXED,27.4,322.1
137264,Does not apply,MIXED,26.8,330.7
126536,None,MIXED,NP,NE
140515,Does not apply,MIXED,28,294.2
137160,None,MIXED,28.2,343.8
136980,Roman Catholic,MIXED,28.1,325.6
135364,Does not apply,MIXED,25.6,286.9
140972,Does not apply,MIXED,,
126549,Does not apply,MIXED,14.6,11.2
126547,Does not apply,MIXED,20.4,73.8
126555,Does not apply,MIXED,5.2,NE
,,,27.1,307.9
110047,Does not apply,MIXED,26.3,286
110071,Does not apply,MIXED,26.4,279.5
110049,Does not apply,MIXED,28.7,366
110069,Does not apply,MIXED,27.2,314.4
110117,Church of England,GIRLS,NP,366.1
110159,None,MIXED,NP,324.1
137267,Church of England,MIXED,29.6,377.3
110068,Does not apply,MIXED,27.3,319.2
110125,Church of England,MIXED,NP,218.8
110178,None,BOYS,NP,123.7
110190,Does not apply,MIXED,7,NE
,,,27.3,320.2
138342,Church of England,MIXED,27.5,297.7
110147,Roman Catholic,GIRLS,NP,292.6
138823,None,MIXED,28.8,343.5
133580,Church of England,MIXED,26.1,312.4
110153,None,MIXED,NP,326.6
137695,Does not apply,MIXED,28.3,332
138879,Does not apply,MIXED,27.8,305.2
110158,Church of England,BOYS,NP,301.7
137740,Does not apply,MIXED,28,340.6
139971,None,MIXED,,
110150,None,MIXED,NP,191.7
110152,Roman Catholic,GIRLS,NP,406.5
110051,Does not apply,GIRLS,28.3,347.3
110167,None,MIXED,NP,183.2
110119,Christian,GIRLS,NP,322.5
110120,Roman Catholic,GIRLS,NP,383.7
110056,Does not apply,BOYS,27.5,326.6
110057,Does not apply,GIRLS,27.1,329.9
142066,None,MIXED,,
133743,Does not apply,MIXED,NP,SUPP
110183,Does not apply,MIXED,8.1,NE
,,,27.7,326.3
110121,None,MIXED,NP,333.7
137777,None,MIXED,27,321.5
110123,Church of England,GIRLS,NP,307.8
110102,None,MIXED,28.9,353.2
110050,Does not apply,MIXED,26.7,294.1
136647,Does not apply,MIXED,27.8,350.5
110063,None,MIXED,28.6,333.8
135819,None,MIXED,NP,160.4
110169,None,MIXED,NP,93.8
110132,None,MIXED,NP,268.2
136733,Does not apply,MIXED,27.2,314.4
137465,None,MIXED,29,357.1
110128,Church of England,MIXED,NP,383.7
139938,Does not apply,MIXED,28.2,323.3
138525,Does not apply,MIXED,26.3,313.8
110048,Does not apply,MIXED,27.9,335.1
110186,Does not apply,MIXED,12,11.3
110182,Does not apply,MIXED,7.5,2.1
139963,None,MIXED,NP,17.8
110180,Does not apply,MIXED,NP,270.7
,,,27.7,329.2
110165,Christian,GIRLS,NP,310.5
110107,Roman Catholic,MIXED,25.6,312.5
110112,None,MIXED,NP,SUPP
136307,None,MIXED,28.2,335.5
130247,Does not apply,MIXED,26,269.7
136448,None,GIRLS,33.2,446.6
110110,Quaker,MIXED,NP,319.7
141886,None,MIXED,,
136876,None,MIXED,26.7,293.1
110109,Church of England,GIRLS,NP,409.1
110096,None,GIRLS,27.4,294.5
136449,None,BOYS,33.2,448.6
137999,None,MIXED,NP,SUPP
110111,None,MIXED,NP,354.1
139268,None,MIXED,28.3,311.9
142121,None,MIXED,,
137435,Does not apply,MIXED,SUPP,SUPP
110189,Does not apply,MIXED,20.4,114
,,,28,328.2
137259,None,GIRLS,26.8,338.3
110076,Does not apply,MIXED,26.6,273.3
141009,None,MIXED,,
141970,Muslim,GIRLS,,
137726,None,MIXED,31.8,404.3
135631,Does not apply,MIXED,27.3,312.3
136521,None,MIXED,32.7,422.4
110162,None,MIXED,NP,371.6
140156,None,MIXED,,
110084,Roman Catholic,MIXED,32.1,410.2
110087,Roman Catholic,MIXED,26.3,316.6
137287,Church of England,MIXED,25,313.8
136420,None,MIXED,31.9,408.5
138012,None,MIXED,26.9,316.1
110078,Does not apply,MIXED,25.7,298.7
110185,Does not apply,MIXED,8.3,12.3
140240,Does not apply,MIXED,19.8,100.3
,,,28.1,339.9
110062,Does not apply,MIXED,26.8,315.6
110060,Does not apply,MIXED,27.7,330.6
139853,Does not apply,BOYS,28.7,323.9
136880,Does not apply,GIRLS,29.6,369.7
110136,Unknown,MIXED,NP,347.5
136637,Does not apply,MIXED,28,350.8
138367,Does not apply,MIXED,,
136891,Church of England,MIXED,28.4,357
110151,Church of England,MIXED,NP,244.8
110137,Church of England,MIXED,NP,323.7
110059,Does not apply,MIXED,28.2,338.5
110070,Does not apply,MIXED,27.9,334.4
110187,Does not apply,MIXED,6,NE
110181,Does not apply,MIXED,NP,135.9
110191,Does not apply,MIXED,SUPP,72.1
,,,28.1,338.2
136083,None,MIXED,NP,115.6
137377,None,MIXED,27.4,294.4
137427,None,MIXED,28.4,359.6
131074,None,MIXED,NP,185.3
136677,None,MIXED,27.7,333.5
139408,None,MIXED,,
110935,None,MIXED,NP,119.6
110934,None,MIXED,NP,152.7
135184,None,MIXED,NP,329.9
136887,Does not apply,MIXED,28.4,358.7
136650,None,MIXED,25.8,268.8
136463,None,MIXED,28.3,363.8
137434,None,MIXED,28.2,335.9
138177,Does not apply,MIXED,26.7,302.2
137779,None,MIXED,26.5,262.8
137187,None,MIXED,25.4,254.3
134454,Unknown,MIXED,NP,399
137475,None,MIXED,28,327
137826,None,MIXED,28,332.8
110925,None,MIXED,NP,399.4
110916,Church of England,MIXED,NP,344.7
110914,None,MIXED,NP,328.3
136442,None,MIXED,28.5,359.4
136992,None,MIXED,27.3,310.4
110930,None,MIXED,NP,243
137527,Does not apply,MIXED,26.6,309.6
139272,Does not apply,MIXED,26.5,285.4
110873,Does not apply,MIXED,27.7,334.7
139401,Does not apply,MIXED,26.1,298.9
136636,None,MIXED,28.1,370.7
110923,None,MIXED,NP,363.4
131330,None,MIXED,NP,108.9
110932,None,MIXED,NP,SUPP
137924,Church of England/Roman Catholic,MIXED,28.3,357.4
137305,Does not apply,MIXED,28.1,326.9
110912,Roman Catholic,GIRLS,NP,406.9
137248,None,MIXED,25.8,272
110921,None,MIXED,NP,383.6
136775,None,MIXED,28,344.6
136974,None,MIXED,27.9,321.3
138053,None,MIXED,27.9,318
136610,None,MIXED,27.6,331.2
110924,None,MIXED,NP,412.5
136580,None,MIXED,28.5,328.9
137867,None,MIXED,24.5,254.1
140265,Does not apply,MIXED,,
110926,None,MIXED,NP,371.4
137547,Does not apply,MIXED,27.7,306.9
134179,None,MIXED,NP,29.4
134972,Does not apply,MIXED,8.1,4.5
137594,Does not apply,MIXED,20.5,24.4
134937,Does not apply,MIXED,0,NE
136047,None,MIXED,NP,65.1
134193,Does not apply,MIXED,17.4,57
110940,Does not apply,MIXED,3.4,NE
108886,None,MIXED,NP,SUPP
110949,Does not apply,MIXED,7.6,12.9
133570,None,MIXED,NP,SUPP
110951,Does not apply,MIXED,6.4,NE
110946,Does not apply,MIXED,SUPP,11.5
137494,Does not apply,MIXED,21.2,35.5
,,,27.3,313.7
136266,None,MIXED,28.3,343.9
139082,None,MIXED,,
141300,Does not apply,MIXED,26.5,302.3
136023,Unknown,GIRLS,NP,322.3
110899,None,MIXED,26,318.2
110882,Does not apply,MIXED,26.6,262.6
136398,Church of England,MIXED,30,385.6
137082,None,MIXED,26.7,291.6
135980,Does not apply,MIXED,26,282.4
110910,Church of England,MIXED,NP,368.3
110907,Roman Catholic,MIXED,25,287.5
137880,None,MIXED,27.1,285.9
135263,Does not apply,MIXED,26.5,292.1
137084,None,MIXED,24.9,232
110948,Does not apply,MIXED,9.4,NE
110943,Does not apply,MIXED,12.7,66.3
135386,Does not apply,MIXED,21,38.9
134893,None,MIXED,NP,SUPP
134272,Does not apply,MIXED,3,NE
,,,26.4,291.2
111401,Does not apply,MIXED,26.8,306.7
136779,Does not apply,MIXED,27.6,319.5
136185,Does not apply,MIXED,27.2,294.7
140864,Does not apply,MIXED,27.1,308.1
135731,Church of England/Roman Catholic,MIXED,27.3,292.3
111457,Roman Catholic,MIXED,28.2,322.6
138198,None,MIXED,SUPP,SUPP
139368,Does not apply,MIXED,28.7,335.9
111515,Does not apply,MIXED,15.8,34
140578,Does not apply,MIXED,7.8,NE
111514,Does not apply,MIXED,SUPP,SUPP
135512,None,MIXED,NP,SUPP
138597,None,MIXED,NP,SUPP
135749,None,MIXED,NP,11.6
,,,27.4,309.5
139196,Does not apply,MIXED,26.2,302.3
139840,Does not apply,MIXED,28.2,305.7
111447,Does not apply,MIXED,29,343.5
111456,Roman Catholic,MIXED,28,328.4
111430,Does not apply,MIXED,28.9,328
140620,Does not apply,MIXED,,
139152,Does not apply,MIXED,28.4,328.5
138562,None,MIXED,,
138732,None,MIXED,29.5,349.9
139506,Does not apply,MIXED,27.2,296.2
111454,Roman Catholic,MIXED,28.1,327.7
133672,Church of England,MIXED,26.8,284.1
139072,Does not apply,MIXED,26.3,276.1
111498,Does not apply,MIXED,NP,72.3
111496,Does not apply,MIXED,3,NE
111501,Does not apply,MIXED,23.5,108.6
111495,Does not apply,MIXED,10.7,18.7
,,,27.9,316.1
142124,None,MIXED,,
113497,Does not apply,MIXED,27.1,314.1
113516,Does not apply,MIXED,27.2,289.6
113575,Church of England,MIXED,NP,339.9
113562,None,MIXED,NP,332.3
138041,Does not apply,MIXED,28.3,319.6
137024,Does not apply,MIXED,28.2,344.5
136638,Does not apply,MIXED,28.3,337
136366,None,MIXED,33.2,441.2
137176,None,MIXED,27.5,318.3
141514,Does not apply,MIXED,,
113502,Does not apply,MIXED,28,334
136200,Does not apply,MIXED,26.6,262.1
113518,Does not apply,MIXED,26.6,289.9
113607,None,MIXED,NP,236.9
136612,Does not apply,MIXED,27.4,303.1
137228,None,MIXED,26.7,327.6
113511,Does not apply,MIXED,27.4,328.4
136912,Does not apply,MIXED,28.3,299.4
139553,Does not apply,MIXED,27.6,304.8
139682,Does not apply,MIXED,26.6,311.5
136336,Does not apply,MIXED,27.9,344.3
113520,Does not apply,MIXED,27.3,326.4
136673,Does not apply,MIXED,29.1,360.5
136367,None,MIXED,28,357
113604,Methodist,MIXED,NP,313.4
113623,None,MIXED,NP,330.3
113608,None,GIRLS,NP,420.1
113573,Church of England,MIXED,NP,322.4
137124,None,MIXED,27.1,297.7
113540,Does not apply,MIXED,27,336.6
